site,lat,lng,zip,name,address,phone,email,web
"Brewersfayre","53.702372","-1.273041","WF11 0BU","Turnpike","A1 Business Park, Pontefract Road, Knottingley, WF11 0BU","","","https://www.brewersfayre.co.uk//en-gb/locations/yorkshire/turnpike"
"Brewersfayre","51.758464","-3.198802","NP23 8AN","Victoria Park","Victoria Business Park, Waunllwyd, Ebbw Vale, NP23 8AN","","","https://www.brewersfayre.co.uk//en-gb/locations/gwent/victoria-park"
"Brewersfayre","52.586989","-1.986766","WS2 8LR","Walsall","Waterfront, Wolverhampton Street, Walsall, WS2 8LR","","","https://www.brewersfayre.co.uk//en-gb/locations/west-midlands/walsall"
"Brewersfayre","53.702639","-1.856174","HX3 0QT","Water Mill","Salterhebble Hill, Huddersfield Road, Halifax, HX3 0QT","","","https://www.brewersfayre.co.uk//en-gb/locations/yorkshire/water-mill"
"Brewersfayre","51.417837","-0.756598","RG42 1NA","Weather Vane","Arlington Square, Wokingham Road, Bracknell, RG42 1NA","","","https://www.brewersfayre.co.uk//en-gb/locations/berkshire/weather-vane"
"Brewersfayre","51.346430","-2.978539","BS23 1TT","Weston","Dolphin Square, Beach Road, Weston-Super-Mare, BS23 1TT","","","https://www.brewersfayre.co.uk//en-gb/locations/somerset/weston"
"Brewersfayre","53.515983","-2.653663","WN3 6XB","Wheatlea Park","Warrington Road, Wigan, Lancashire, WN3 6XB","","","https://www.brewersfayre.co.uk//en-gb/locations/lancashire/wheatlea-park"
"Brewersfayre","51.847572","-2.171562","GL3 4BJ","Whittle Inn","Gloucester Business Park, Brockworth, Gloucester, GL3 4BJ","","","https://www.brewersfayre.co.uk//en-gb/locations/gloucestershire/whittle-inn"
"Brewersfayre","53.361162","-2.724309","WA8 0GY","Widnes","Venture Fields, The Hive Leisure Park, Widnes, WA8 0GY","","","https://www.brewersfayre.co.uk//en-gb/locations/cheshire/widnes"
"Brewersfayre","51.250668","-0.7771","GU11 1SQ","Willems Park","7 Wellington Avenue, Off Farnborough Road, Aldershot, GU11 1SQ","","","https://www.brewersfayre.co.uk//en-gb/locations/hampshire/willems-park"
"Brewersfayre","52.04919612569577","-0.7221908199646649","MK15 0DS","Willen Dragon","V10 Brickhill Street, Milton Keynes, Buckinghamshire, MK15 0DS","","","https://www.brewersfayre.co.uk//en-gb/locations/buckinghamshire/willen-dragon-milton-keynes"
"Brewersfayre","51.515406","0.060725","E6 5NT","Winsor House","1 Woolwich Manor Way, Beckton, London, E6 5NT","","","https://www.brewersfayre.co.uk//en-gb/locations/greater-london/winsor-house"
"Brewersfayre","53.795296","-3.046281","FY1 6BF","Yeadon Way","Yeadon Way, Southshore	Blackpool, Lancashire, FY1 6BF","","","https://www.brewersfayre.co.uk//en-gb/locations/lancashire/yeadon-way"
